ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
TKT-000819,Low,Resolved,Database,Access permission,Database issue affecting development environment,2025-10-25,2025-12-10,DevOps Team,2025-10-25 14:20:31
TKT-000820,Critical,Open,Email,Spam filtering,Email service issue. Mail client: Thunderbird,2025-11-21,,DevOps Team,2025-11-21 14:20:31
TKT-000821,Low,Open,Access,Account locked,User access issue. Type: Role change,2025-07-17,,IT Team,2025-07-17 14:20:31
TKT-000822,Medium,Open,Email,Email not syncing,Email service issue. Mail client: Gmail,2025-11-09,,Support Team,2025-11-09 14:20:31
TKT-000823,Critical,In Progress,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Monitor,2025-11-19,,Support Team,2025-11-19 14:20:31
TKT-000824,Critical,Closed,Server,High CPU usage,Server issue on db-server-03,2025-10-01,2025-10-11,Security Team,2025-10-01 14:20:31
TKT-000825,Critical,Closed,Security,SSL certificate expired,Security concern reported. Impact: Single user,2025-06-25,2025-06-26,Network Team,2025-06-25 14:20:31
TKT-000826,High,Resolved,Other,Feedback,General IT support request,2025-12-04,2026-01-25,IT Team,2025-12-04 14:20:31
TKT-000827,Medium,In Progress,Other,Request for help,General IT support request,2025-10-10,,Support Team,2025-10-10 14:20:31
TKT-000828,Medium,On Hold,Server,High CPU usage,Server issue on db-server-03,2025-10-07,,IT Team,2025-10-07 14:20:31
TKT-000829,High,In Progress,Printer,Paper jam,Printer malfunction in Reception,2025-10-24,,Network Team,2025-10-24 14:20:31
TKT-000830,Low,On Hold,Network,Cannot access shared drive,Network connectivity issue affecting 13 users in Remote,2025-10-15,,Help Desk,2025-10-15 14:20:31
TKT-000831,Critical,Open,Other,Feature request,General IT support request,2025-11-05,,Support Team,2025-11-05 14:20:31
TKT-000832,Low,On Hold,Security,Virus detected,Security concern reported. Impact: Organization-wide,2025-07-17,,Infrastructure Team,2025-07-17 14:20:31
TKT-000833,Medium,Closed,Access,New user setup,User access issue. Type: Role change,2025-11-06,2025-11-24,DevOps Team,2025-11-06 14:20:31
TKT-000834,Low,Closed,Hardware,Monitor flickering,Hardware issue reported by user. Device: Desktop,2025-11-16,2025-11-20,Network Team,2025-11-16 14:20:31
TKT-000835,High,Resolved,Server,Service not responding,Server issue on web-server-01,2025-10-30,2025-11-02,DevOps Team,2025-10-30 14:20:31
TKT-000836,High,Open,Network,Network printer offline,Network connectivity issue affecting 30 users in Remote,2025-06-15,,Infrastructure Team,2025-06-15 14:20:31
TKT-000837,Low,On Hold,Email,Email account setup,Email service issue. Mail client: Web Mail,2025-10-19,,Database Team,2025-10-19 14:20:31
TKT-000838,Critical,Resolved,Other,Request for help,General IT support request,2025-09-10,2025-10-09,Support Team,2025-09-10 14:20:31
TKT-000839,Critical,Resolved,Software,Software installation request,Software problem affecting productivity. Application: Browser,2025-07-29,2025-08-23,Security Team,2025-07-29 14:20:31
TKT-000840,Critical,Open,Security,Virus detected,Security concern reported. Impact: Single user,2025-06-30,,Network Team,2025-06-30 14:20:31
TKT-000841,High,Closed,Software,License renewal,Software problem affecting productivity. Application: Custom App,2025-10-14,2025-12-09,Help Desk,2025-10-14 14:20:31
TKT-000842,Medium,In Progress,Network,Network printer offline,Network connectivity issue affecting 11 users in Remote,2025-06-12,,IT Team,2025-06-12 14:20:31
TKT-000843,Critical,Open,Access,New user setup,User access issue. Type: Role change,2025-08-07,,Help Desk,2025-08-07 14:20:31
TKT-000844,Critical,Closed,Security,Suspicious activity,Security concern reported. Impact: Single user,2025-07-22,2025-07-27,Security Team,2025-07-22 14:20:31
TKT-000845,Low,Closed,Network,WiFi not working,Network connectivity issue affecting 11 users in Remote,2025-07-27,2025-09-09,DevOps Team,2025-07-27 14:20:31
TKT-000846,High,Open,Printer,Print quality issue,Printer malfunction in Floor 2,2025-11-17,,Database Team,2025-11-17 14:20:31
TKT-000847,High,Resolved,Network,Slow internet,Network connectivity issue affecting 13 users in Building A,2025-09-01,2025-09-12,DevOps Team,2025-09-01 14:20:31
TKT-000848,High,Open,Software,Performance issue,Software problem affecting productivity. Application: Custom App,2025-06-26,,Security Team,2025-06-26 14:20:31
TKT-000849,High,In Progress,Network,Cannot access shared drive,Network connectivity issue affecting 34 users in Building B,2025-08-06,,IT Team,2025-08-06 14:20:31
TKT-000850,Medium,Closed,Network,WiFi not working,Network connectivity issue affecting 20 users in Building B,2025-11-30,2025-12-18,IT Team,2025-11-30 14:20:31
TKT-000851,High,Resolved,Software,Performance issue,Software problem affecting productivity. Application: Office Suite,2025-08-18,2025-08-22,DevOps Team,2025-08-18 14:20:31
TKT-000852,Medium,Resolved,Security,Virus detected,Security concern reported. Impact: Organization-wide,2025-10-29,2025-12-20,Infrastructure Team,2025-10-29 14:20:31
TKT-000853,Critical,On Hold,Database,Access permission,Database issue affecting development environment,2025-10-08,,Security Team,2025-10-08 14:20:31
TKT-000854,Low,On Hold,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Desktop,2025-09-09,,Database Team,2025-09-09 14:20:31
TKT-000855,Critical,Closed,Database,Backup failed,Database issue affecting staging environment,2025-11-07,2025-11-23,Help Desk,2025-11-07 14:20:31
TKT-000856,Medium,Open,Email,Attachment size limit,Email service issue. Mail client: Thunderbird,2025-09-07,,IT Team,2025-09-07 14:20:31
TKT-000857,Low,Resolved,Email,Attachment size limit,Email service issue. Mail client: Outlook,2025-11-06,2025-12-25,DevOps Team,2025-11-06 14:20:31
TKT-000858,Low,In Progress,Printer,Paper jam,Printer malfunction in Floor 3,2025-07-13,,Network Team,2025-07-13 14:20:31
TKT-000859,High,Closed,Printer,Toner replacement,Printer malfunction in Floor 1,2025-10-21,2025-12-08,Help Desk,2025-10-21 14:20:31
TKT-000860,Low,Resolved,Software,License renewal,Software problem affecting productivity. Application: Custom App,2025-10-24,2025-12-21,Help Desk,2025-10-24 14:20:31
TKT-000861,High,In Progress,Software,Application crash,Software problem affecting productivity. Application: Browser,2025-07-08,,DevOps Team,2025-07-08 14:20:31
TKT-000862,High,In Progress,Server,Disk space full,Server issue on web-server-01,2025-08-15,,Database Team,2025-08-15 14:20:31
TKT-000863,Medium,On Hold,Network,Slow internet,Network connectivity issue affecting 23 users in Remote,2025-09-02,,Database Team,2025-09-02 14:20:31
TKT-000864,Critical,On Hold,Software,Software installation request,Software problem affecting productivity. Application: Office Suite,2025-10-23,,Support Team,2025-10-23 14:20:31
TKT-000865,High,On Hold,Hardware,Laptop not working,Hardware issue reported by user. Device: Monitor,2025-09-25,,IT Team,2025-09-25 14:20:31
TKT-000866,Low,Open,Database,Access permission,Database issue affecting production environment,2025-09-18,,Security Team,2025-09-18 14:20:31
TKT-000867,High,Open,Database,Data corruption,Database issue affecting production environment,2025-11-21,,Support Team,2025-11-21 14:20:31
TKT-000868,Medium,Closed,Email,Cannot send emails,Email service issue. Mail client: Outlook,2025-10-04,2025-11-27,Infrastructure Team,2025-10-04 14:20:31
TKT-000869,High,Open,Other,Feedback,General IT support request,2025-10-11,,Security Team,2025-10-11 14:20:31
TKT-000870,Critical,Closed,Database,Database connection error,Database issue affecting production environment,2025-08-25,2025-09-01,Network Team,2025-08-25 14:20:31
TKT-000871,Low,On Hold,Network,Slow internet,Network connectivity issue affecting 37 users in Building B,2025-11-27,,IT Team,2025-11-27 14:20:31
TKT-000872,Medium,In Progress,Other,Request for help,General IT support request,2025-09-06,,Support Team,2025-09-06 14:20:31
TKT-000873,Critical,Open,Hardware,Monitor flickering,Hardware issue reported by user. Device: Laptop,2025-10-05,,Help Desk,2025-10-05 14:20:31
TKT-000874,Critical,Closed,Access,Access denied,User access issue. Type: Department transfer,2025-09-09,2025-09-14,Help Desk,2025-09-09 14:20:31
TKT-000875,Medium,Closed,Database,Backup failed,Database issue affecting development environment,2025-10-21,2025-11-16,DevOps Team,2025-10-21 14:20:31
TKT-000876,Medium,Open,Network,Cannot access shared drive,Network connectivity issue affecting 14 users in Building B,2025-06-29,,Network Team,2025-06-29 14:20:31
TKT-000877,Medium,On Hold,Network,Slow internet,Network connectivity issue affecting 13 users in Remote,2025-12-05,,IT Team,2025-12-05 14:20:31
TKT-000878,Low,Resolved,Software,Software installation request,Software problem affecting productivity. Application: Browser,2025-08-23,2025-09-17,IT Team,2025-08-23 14:20:31
TKT-000879,High,In Progress,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Desktop,2025-11-18,,Help Desk,2025-11-18 14:20:31
TKT-000880,Critical,Resolved,Software,Application crash,Software problem affecting productivity. Application: IDE,2025-07-15,2025-08-10,Network Team,2025-07-15 14:20:31
TKT-000881,High,Closed,Email,Spam filtering,Email service issue. Mail client: Outlook,2025-10-11,2025-10-18,Network Team,2025-10-11 14:20:31
TKT-000882,Medium,Resolved,Printer,Toner replacement,Printer malfunction in Reception,2025-10-25,2025-12-07,Support Team,2025-10-25 14:20:31
TKT-000883,Low,Closed,Hardware,Laptop not working,Hardware issue reported by user. Device: Desktop,2025-09-05,2025-09-12,Database Team,2025-09-05 14:20:31
TKT-000884,Critical,In Progress,Other,Feedback,General IT support request,2025-09-27,,Help Desk,2025-09-27 14:20:31
TKT-000885,Low,Open,Email,Attachment size limit,Email service issue. Mail client: Web Mail,2025-08-15,,Infrastructure Team,2025-08-15 14:20:31
TKT-000886,Medium,On Hold,Other,Request for help,General IT support request,2025-11-06,,Support Team,2025-11-06 14:20:31
TKT-000887,Medium,Resolved,Server,Service not responding,Server issue on db-server-03,2025-09-19,2025-11-18,Infrastructure Team,2025-09-19 14:20:31
TKT-000888,High,Closed,Email,Email account setup,Email service issue. Mail client: Thunderbird,2025-08-08,2025-10-03,DevOps Team,2025-08-08 14:20:31
TKT-000889,Critical,In Progress,Security,Firewall configuration,Security concern reported. Impact: Single user,2025-06-16,,Network Team,2025-06-16 14:20:31
TKT-000890,High,Closed,Printer,Printer not printing,Printer malfunction in Floor 2,2025-07-14,2025-08-29,Database Team,2025-07-14 14:20:31
TKT-000891,Medium,On Hold,Access,Permission request,User access issue. Type: New hire,2025-07-02,,Help Desk,2025-07-02 14:20:31
TKT-000892,High,Resolved,Software,Application crash,Software problem affecting productivity. Application: Custom App,2025-09-03,2025-09-08,Support Team,2025-09-03 14:20:31
TKT-000893,Low,Closed,Access,Password reset,User access issue. Type: New hire,2025-09-27,2025-09-29,DevOps Team,2025-09-27 14:20:31
TKT-000894,High,On Hold,Security,Virus detected,Security concern reported. Impact: Department,2025-11-08,,Support Team,2025-11-08 14:20:31
TKT-000895,High,In Progress,Security,Security audit,Security concern reported. Impact: Single user,2025-09-04,,Help Desk,2025-09-04 14:20:31
TKT-000896,Medium,Open,Server,Server down,Server issue on web-server-01,2025-06-21,,Infrastructure Team,2025-06-21 14:20:31
TKT-000897,Low,Closed,Access,New user setup,User access issue. Type: Department transfer,2025-10-18,2025-11-11,Network Team,2025-10-18 14:20:31
TKT-000898,Critical,Closed,Email,Cannot send emails,Email service issue. Mail client: Outlook,2025-09-21,2025-10-20,Help Desk,2025-09-21 14:20:31
TKT-000899,Critical,Resolved,Other,General inquiry,General IT support request,2025-11-20,2025-12-05,Network Team,2025-11-20 14:20:31
TKT-000900,Low,On Hold,Security,Virus detected,Security concern reported. Impact: Organization-wide,2025-06-15,,Database Team,2025-06-15 14:20:31
TKT-000901,High,Resolved,Database,Database connection error,Database issue affecting staging environment,2025-07-31,2025-09-22,Network Team,2025-07-31 14:20:31
TKT-000902,Low,In Progress,Email,Spam filtering,Email service issue. Mail client: Web Mail,2025-11-07,,Database Team,2025-11-07 14:20:31
TKT-000903,Critical,Open,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Desktop,2025-06-16,,IT Team,2025-06-16 14:20:31
TKT-000904,High,Closed,Database,Access permission,Database issue affecting staging environment,2025-07-01,2025-08-10,Database Team,2025-07-01 14:20:31
TKT-000905,Critical,In Progress,Hardware,Monitor flickering,Hardware issue reported by user. Device: Laptop,2025-09-18,,IT Team,2025-09-18 14:20:31
TKT-000906,Medium,Open,Database,Data corruption,Database issue affecting production environment,2025-08-12,,Infrastructure Team,2025-08-12 14:20:31
TKT-000907,Medium,Closed,Printer,Printer driver needed,Printer malfunction in Floor 2,2025-07-17,2025-08-19,Support Team,2025-07-17 14:20:31
TKT-000908,Medium,On Hold,Printer,Paper jam,Printer malfunction in Floor 2,2025-07-04,,Infrastructure Team,2025-07-04 14:20:31
TKT-000909,High,On Hold,Software,Software installation request,Software problem affecting productivity. Application: Custom App,2025-11-25,,Infrastructure Team,2025-11-25 14:20:31
TKT-000910,Critical,In Progress,Printer,Printer not printing,Printer malfunction in Floor 2,2025-10-09,,DevOps Team,2025-10-09 14:20:31
TKT-000911,Critical,Resolved,Security,Virus detected,Security concern reported. Impact: Single user,2025-06-29,2025-07-22,Help Desk,2025-06-29 14:20:31
TKT-000912,Low,In Progress,Email,Spam filtering,Email service issue. Mail client: Gmail,2025-11-27,,Security Team,2025-11-27 14:20:31
TKT-000913,Critical,Closed,Security,SSL certificate expired,Security concern reported. Impact: Organization-wide,2025-11-12,2025-11-25,Database Team,2025-11-12 14:20:31
TKT-000914,High,Resolved,Printer,Printer driver needed,Printer malfunction in Floor 1,2025-10-29,2025-12-26,Help Desk,2025-10-29 14:20:31
TKT-000915,High,Resolved,Software,Software installation request,Software problem affecting productivity. Application: Browser,2025-08-13,2025-10-11,DevOps Team,2025-08-13 14:20:31
TKT-000916,Critical,On Hold,Network,WiFi not working,Network connectivity issue affecting 37 users in Building B,2025-08-27,,Support Team,2025-08-27 14:20:31
TKT-000917,Medium,Open,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Peripheral,2025-08-28,,IT Team,2025-08-28 14:20:31
TKT-000918,Medium,On Hold,Other,Feature request,General IT support request,2025-10-21,,IT Team,2025-10-21 14:20:31
TKT-000919,Critical,In Progress,Security,Virus detected,Security concern reported. Impact: Single user,2025-07-29,,Support Team,2025-07-29 14:20:31
TKT-000920,Medium,Open,Other,Feature request,General IT support request,2025-08-26,,Network Team,2025-08-26 14:20:31
TKT-000921,Critical,Resolved,Network,Network printer offline,Network connectivity issue affecting 26 users in Building A,2025-11-07,2025-11-17,Security Team,2025-11-07 14:20:31
TKT-000922,High,On Hold,Software,Performance issue,Software problem affecting productivity. Application: Browser,2025-10-09,,Infrastructure Team,2025-10-09 14:20:31
TKT-000923,Critical,Closed,Printer,Paper jam,Printer malfunction in Floor 1,2025-07-11,2025-07-14,Support Team,2025-07-11 14:20:31
TKT-000924,High,Closed,Access,Account locked,User access issue. Type: Department transfer,2025-07-08,2025-08-12,Security Team,2025-07-08 14:20:31
TKT-000925,Low,Closed,Server,Disk space full,Server issue on db-server-03,2025-10-15,2025-11-28,Security Team,2025-10-15 14:20:31
TKT-000926,Medium,Resolved,Access,Access denied,User access issue. Type: Role change,2025-09-26,2025-10-25,Security Team,2025-09-26 14:20:31
TKT-000927,Low,Resolved,Security,Firewall configuration,Security concern reported. Impact: Single user,2025-11-08,2025-12-30,IT Team,2025-11-08 14:20:31
TKT-000928,Low,On Hold,Database,Backup failed,Database issue affecting staging environment,2025-07-06,,Database Team,2025-07-06 14:20:31
TKT-000929,Low,Resolved,Hardware,Monitor flickering,Hardware issue reported by user. Device: Monitor,2025-11-11,2025-12-24,Help Desk,2025-11-11 14:20:31
TKT-000930,High,In Progress,Printer,Printer driver needed,Printer malfunction in Reception,2025-08-23,,Network Team,2025-08-23 14:20:31
TKT-000931,High,In Progress,Software,Software installation request,Software problem affecting productivity. Application: Custom App,2025-10-21,,Support Team,2025-10-21 14:20:31
TKT-000932,Low,In Progress,Other,Feature request,General IT support request,2025-11-14,,Network Team,2025-11-14 14:20:31
TKT-000933,High,Closed,Email,Spam filtering,Email service issue. Mail client: Gmail,2025-10-17,2025-11-03,Database Team,2025-10-17 14:20:31
TKT-000934,Medium,In Progress,Software,Software installation request,Software problem affecting productivity. Application: IDE,2025-09-01,,Network Team,2025-09-01 14:20:31
TKT-000935,Low,In Progress,Printer,Printer driver needed,Printer malfunction in Floor 1,2025-11-22,,Database Team,2025-11-22 14:20:31
TKT-000936,Critical,Open,Server,High CPU usage,Server issue on app-server-02,2025-07-11,,Support Team,2025-07-11 14:20:31
TKT-000937,Medium,Resolved,Server,High CPU usage,Server issue on db-server-03,2025-11-03,2025-11-21,Security Team,2025-11-03 14:20:31
TKT-000938,Critical,On Hold,Email,Spam filtering,Email service issue. Mail client: Outlook,2025-07-16,,Database Team,2025-07-16 14:20:31
TKT-000939,Low,On Hold,Security,Virus detected,Security concern reported. Impact: Organization-wide,2025-07-16,,Security Team,2025-07-16 14:20:31
TKT-000940,Critical,On Hold,Database,Access permission,Database issue affecting staging environment,2025-08-20,,Security Team,2025-08-20 14:20:31
TKT-000941,Medium,Resolved,Hardware,Keyboard malfunction,Hardware issue reported by user. Device: Desktop,2025-08-07,2025-08-25,Database Team,2025-08-07 14:20:31
TKT-000942,Medium,In Progress,Server,Service not responding,Server issue on db-server-03,2025-10-21,,Help Desk,2025-10-21 14:20:31
TKT-000943,Critical,In Progress,Database,Database connection error,Database issue affecting development environment,2025-08-12,,Security Team,2025-08-12 14:20:31
TKT-000944,Medium,In Progress,Software,Software installation request,Software problem affecting productivity. Application: Custom App,2025-08-03,,DevOps Team,2025-08-03 14:20:31
TKT-000945,Medium,Closed,Network,WiFi not working,Network connectivity issue affecting 41 users in Building A,2025-11-23,2026-01-11,Security Team,2025-11-23 14:20:31
TKT-000946,High,In Progress,Software,Performance issue,Software problem affecting productivity. Application: IDE,2025-08-30,,Help Desk,2025-08-30 14:20:31
TKT-000947,Low,On Hold,Database,Data corruption,Database issue affecting development environment,2025-07-29,,Infrastructure Team,2025-07-29 14:20:31
TKT-000948,High,Resolved,Other,Feature request,General IT support request,2025-07-25,2025-08-01,Help Desk,2025-07-25 14:20:31
TKT-000949,Low,On Hold,Security,Suspicious activity,Security concern reported. Impact: Department,2025-07-20,,Network Team,2025-07-20 14:20:31
TKT-000950,Low,Resolved,Software,Performance issue,Software problem affecting productivity. Application: IDE,2025-09-28,2025-11-25,DevOps Team,2025-09-28 14:20:31
TKT-000951,Low,Open,Security,Virus detected,Security concern reported. Impact: Single user,2025-07-13,,IT Team,2025-07-13 14:20:31
TKT-000952,Critical,Open,Hardware,Monitor flickering,Hardware issue reported by user. Device: Desktop,2025-08-15,,Network Team,2025-08-15 14:20:31
TKT-000953,Low,Resolved,Software,License renewal,Software problem affecting productivity. Application: Browser,2025-10-30,2025-11-04,Infrastructure Team,2025-10-30 14:20:31
TKT-000954,Low,On Hold,Other,Documentation needed,General IT support request,2025-11-25,,IT Team,2025-11-25 14:20:31
TKT-000955,High,Open,Database,Database connection error,Database issue affecting staging environment,2025-09-11,,Network Team,2025-09-11 14:20:31
TKT-000956,High,Closed,Hardware,Monitor flickering,Hardware issue reported by user. Device: Desktop,2025-08-03,2025-08-08,Support Team,2025-08-03 14:20:31
TKT-000957,Critical,On Hold,Access,New user setup,User access issue. Type: Role change,2025-10-13,,Support Team,2025-10-13 14:20:31
TKT-000958,Medium,Closed,Email,Attachment size limit,Email service issue. Mail client: Gmail,2025-10-29,2025-11-05,Network Team,2025-10-29 14:20:31
TKT-000959,Medium,Resolved,Security,Suspicious activity,Security concern reported. Impact: Single user,2025-11-15,2025-12-03,IT Team,2025-11-15 14:20:31
TKT-000960,High,Resolved,Printer,Paper jam,Printer malfunction in Floor 3,2025-10-20,2025-11-29,Help Desk,2025-10-20 14:20:31
TKT-000961,Medium,In Progress,Access,New user setup,User access issue. Type: New hire,2025-06-13,,DevOps Team,2025-06-13 14:20:31
TKT-000962,Low,Closed,Network,Slow internet,Network connectivity issue affecting 32 users in Building B,2025-10-08,2025-12-05,DevOps Team,2025-10-08 14:20:31
TKT-000963,High,Closed,Network,WiFi not working,Network connectivity issue affecting 30 users in Building A,2025-07-30,2025-08-27,Help Desk,2025-07-30 14:20:31
TKT-000964,Low,Closed,Printer,Toner replacement,Printer malfunction in Floor 2,2025-08-10,2025-08-19,Security Team,2025-08-10 14:20:31
TKT-000965,Critical,On Hold,Network,VPN connection issues,Network connectivity issue affecting 47 users in Building B,2025-07-16,,Help Desk,2025-07-16 14:20:31
TKT-000966,Critical,In Progress,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-10-14,,IT Team,2025-10-14 14:20:31
TKT-000967,Low,Resolved,Printer,Toner replacement,Printer malfunction in Floor 3,2025-07-12,2025-08-01,Help Desk,2025-07-12 14:20:31
TKT-000968,Critical,Open,Access,Password reset,User access issue. Type: New hire,2025-10-07,,Security Team,2025-10-07 14:20:31
TKT-000969,Critical,In Progress,Software,License renewal,Software problem affecting productivity. Application: IDE,2025-07-31,,IT Team,2025-07-31 14:20:31
TKT-000970,High,Open,Printer,Paper jam,Printer malfunction in Reception,2025-08-28,,Help Desk,2025-08-28 14:20:31
TKT-000971,Critical,On Hold,Software,Performance issue,Software problem affecting productivity. Application: IDE,2025-06-11,,IT Team,2025-06-11 14:20:31
TKT-000972,High,In Progress,Database,Query performance slow,Database issue affecting development environment,2025-07-30,,DevOps Team,2025-07-30 14:20:31
TKT-000973,High,Closed,Server,Server down,Server issue on db-server-03,2025-11-26,2026-01-06,IT Team,2025-11-26 14:20:31
TKT-000974,Low,On Hold,Email,Email not syncing,Email service issue. Mail client: Gmail,2025-11-20,,Security Team,2025-11-20 14:20:31
TKT-000975,Critical,Closed,Network,WiFi not working,Network connectivity issue affecting 8 users in Building A,2025-08-16,2025-09-11,Database Team,2025-08-16 14:20:31
TKT-000976,High,In Progress,Network,Network printer offline,Network connectivity issue affecting 4 users in Remote,2025-11-15,,Database Team,2025-11-15 14:20:31
TKT-000977,Critical,Open,Server,Service not responding,Server issue on web-server-01,2025-11-13,,Help Desk,2025-11-13 14:20:31
TKT-000978,Critical,Resolved,Access,Permission request,User access issue. Type: New hire,2025-07-21,2025-07-25,Security Team,2025-07-21 14:20:31
TKT-000979,Low,Resolved,Printer,Paper jam,Printer malfunction in Floor 1,2025-11-26,2025-12-25,Network Team,2025-11-26 14:20:31
TKT-000980,High,Resolved,Security,Firewall configuration,Security concern reported. Impact: Organization-wide,2025-08-21,2025-09-09,Help Desk,2025-08-21 14:20:31
TKT-000981,Low,On Hold,Security,Firewall configuration,Security concern reported. Impact: Department,2025-06-24,,Security Team,2025-06-24 14:20:31
TKT-000982,Critical,In Progress,Server,Service not responding,Server issue on web-server-01,2025-08-15,,Security Team,2025-08-15 14:20:31
TKT-000983,Critical,Closed,Server,Service not responding,Server issue on app-server-02,2025-09-08,2025-09-17,Database Team,2025-09-08 14:20:31
TKT-000984,Medium,In Progress,Software,Update failed,Software problem affecting productivity. Application: Browser,2025-08-07,,DevOps Team,2025-08-07 14:20:31
TKT-000985,Medium,In Progress,Hardware,Mouse not responding,Hardware issue reported by user. Device: Desktop,2025-06-23,,IT Team,2025-06-23 14:20:31
TKT-000986,Low,Open,Network,Network printer offline,Network connectivity issue affecting 21 users in Remote,2025-11-21,,Database Team,2025-11-21 14:20:31
TKT-000987,High,On Hold,Email,Attachment size limit,Email service issue. Mail client: Outlook,2025-08-15,,IT Team,2025-08-15 14:20:31
TKT-000988,Low,In Progress,Server,Application deployment,Server issue on db-server-03,2025-09-28,,Security Team,2025-09-28 14:20:31
TKT-000989,High,In Progress,Printer,Paper jam,Printer malfunction in Floor 3,2025-08-19,,DevOps Team,2025-08-19 14:20:31
TKT-000990,Low,Open,Email,Spam filtering,Email service issue. Mail client: Gmail,2025-08-14,,DevOps Team,2025-08-14 14:20:31
TKT-000991,Critical,Closed,Database,Query performance slow,Database issue affecting development environment,2025-07-28,2025-08-26,Help Desk,2025-07-28 14:20:31
TKT-000992,Medium,Open,Security,Suspicious activity,Security concern reported. Impact: Organization-wide,2025-11-15,,Database Team,2025-11-15 14:20:31
TKT-000993,High,Open,Software,Software installation request,Software problem affecting productivity. Application: Custom App,2025-09-07,,DevOps Team,2025-09-07 14:20:31
TKT-000994,High,Open,Server,Server down,Server issue on app-server-02,2025-10-02,,Help Desk,2025-10-02 14:20:31
TKT-000995,Critical,On Hold,Other,Documentation needed,General IT support request,2025-07-31,,IT Team,2025-07-31 14:20:31
TKT-000996,Low,On Hold,Network,WiFi not working,Network connectivity issue affecting 20 users in Remote,2025-09-17,,Support Team,2025-09-17 14:20:31
TKT-000997,Critical,Resolved,Security,Security audit,Security concern reported. Impact: Organization-wide,2025-11-27,2025-12-24,Database Team,2025-11-27 14:20:31
TKT-000998,High,In Progress,Access,Access denied,User access issue. Type: New hire,2025-07-20,,DevOps Team,2025-07-20 14:20:31
TKT-000999,Low,On Hold,Hardware,Mouse not responding,Hardware issue reported by user. Device: Desktop,2025-09-03,,Help Desk,2025-09-03 14:20:31
TKT-001000,Medium,On Hold,Server,Service not responding,Server issue on app-server-02,2025-08-04,,Security Team,2025-08-04 14:20:31
